polymer_name,delta_d_polymer,delta_p_polymer,delta_h_polymer,r0_polymer,solvent_name,delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,red_value,compatible
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Carbamate,16.8,10.1,13.0,91.2,1.3036,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Carbylamine,15.6,15.2,5.8,74.4,1.6161,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Chloride,15.7,6.1,2.9,70.0,0.8649,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Chloroformate,15.5,10.0,6.7,95.6,1.0709,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Cyanoacetate,16.7,7.9,8.3,107.1,0.7112,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Ethynylether,15.4,7.9,5.9,87.6,0.9257,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,N-Ethyl Formamide,17.2,10.0,14.0,76.5,1.3749,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Formate,15.5,8.4,8.4,80.2,1.0012,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Hexyl Acetate,15.8,2.9,5.1,196.0,0.7849,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Hexyl Acrylate,14.8,4.7,3.4,208.2,1.0549,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Hypochlorite,15.7,8.6,6.5,79.5,0.9066,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Iodide,17.3,7.9,7.2,81.2,0.5417,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Isocyanate,15.4,12.0,2.5,78.7,1.36,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Isothiocyanate,17.2,14.7,9.0,87.1,1.4573,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Methyl Sulfid,17.1,4.8,2.5,91.2,0.5842,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Propionate,15.5,6.1,4.9,115.5,0.8294,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Thiocyanate,15.4,13.4,5.4,87.1,1.4348,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Vinylether,14.9,4.9,5.6,94.9,0.9727,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyl Vinylketone,15.8,11.3,4.5,99.3,1.1488,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylene,15.0,2.0,3.8,63.0,1.069,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylene Glycol,17.0,11.0,26.0,55.8,2.9524,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylene Glycol Butyl Ether Acetate,15.3,4.5,8.8,171.2,0.9591,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylene Glycol Diacetate,16.2,4.7,9.8,132.8,0.8269,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylene Glycol Monoeth yl Ether,15.9,5.1,9.3,147.7,0.8478,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylene Glycol Monometh yl Ether,15.9,5.5,11.6,121.6,1.0658,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylene Methyl Sulfonate,16.9,9.3,9.6,97.9,0.8994,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylene Oxide,15.6,10.0,11.0,49.9,1.2684,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylene Sulfid,19.3,9.0,6.5,59.5,0.6169,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylenediamine,16.6,8.8,17.0,67.3,1.7171,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethyleneimine,18.6,9.8,7.7,51.8,0.7191,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylhexylamine,15.7,4.2,6.1,163.3,0.7593,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethylidene Acetone,16.2,12.1,4.5,99.0,1.1741,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ethynyl Methyl Ether,15.8,8.1,6.5,70.1,0.8464,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Fluorobenzene,18.7,6.1,2.0,94.7,0.5557,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Fluoroethylene,15.2,7.0,1.0,57.5,1.1453,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Fluoromethane,13.4,10.6,9.5,40.7,1.6727,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Formaldehyde,12.8,14.4,15.4,36.8,2.4294,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Formamide,17.2,26.2,19.0,39.8,3.4845,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Formic Acid,14.3,11.9,16.6,37.8,2.1132,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Formyl Fluoride,15.0,10.1,8.6,56.5,1.243,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,N-Formyl Hexamethylene Imine,18.5,10.4,7.6,127.0,0.7911,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,N-Formyl Piperidine,18.7,10.6,7.8,111.5,0.8301,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Furan,17.8,1.8,5.3,72.5,0.4797,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Furfural,18.6,14.9,5.1,83.2,1.3796,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Furfuryl Alcohol,17.4,7.6,15.1,86.5,1.3697,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Furonitrile,18.4,15.0,8.2,87.5,1.4283,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Glycerol,17.4,12.1,29.3,73.3,3.4209,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Glycerol Diacetate (Isomer Mix),16.4,8.9,14.2,149.4,1.4011,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Glycidaldehyde,17.5,13.4,9.8,63.2,1.3162,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Glycidol,18.2,9.0,17.9,66.5,1.7709,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Glyoxal (Ethandial),15.0,17.0,13.3,50.9,2.1806,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Heptane,15.3,0.0,0.0,147.4,1.3685,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Heptanol,16.0,5.3,11.7,141.4,1.0572,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Heptene,15.0,1.1,2.6,141.9,1.176,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,n-Heptyl Acetate,15.8,2.9,5.5,181.1,0.78,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hexadecane,16.3,0.0,0.0,294.1,1.213,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hexanal,15.8,8.5,5.4,120.2,0.8724,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,n-Hexane,14.9,0.0,0.0,131.6,1.441,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hexanoic Acid,15.0,4.1,9.4,125.9,1.0759,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hexanol,15.9,5.8,12.5,124.9,1.1664,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hexene,14.7,1.1,0.0,126.1,1.4137,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hexyl Acetate,15.8,2.9,5.9,165.0,0.779,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hexylene Glycol,15.7,8.4,17.8,123.0,1.8877,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hexylene Glycol Diacetate,15.3,4.5,7.2,204.3,0.8855,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hydrazine,14.2,8.3,8.9,32.1,1.3254,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hydrogen Cyanide,12.3,17.6,9.0,39.3,2.4761,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hydroxy Tetrahydrofuran,18.9,9.4,16.3,80.0,1.5873,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Hydroxyethyl Acrylate,16.0,13.2,13.4,114.9,1.6899,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Iodobenzene,19.5,6.0,6.1,114.4,0.3382,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Iodoform,20.2,3.6,10.6,98.2,0.8557,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isoamyl Acetate,15.3,3.1,7.0,148.8,0.9159,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isoamyl Propionate,15.7,5.2,5.6,165.7,0.751,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isobutyl Acetate,15.1,3.7,6.3,133.5,0.9369,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isobutyl Acrylate,15.5,6.2,5.0,145.0,0.8301,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isobutyl Formate,15.5,6.5,6.7,117.4,0.8414,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isobutyl Isobutyrate,15.1,2.9,5.9,163.0,0.962,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isobutylene,14.5,2.0,1.5,89.4,1.3053,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isobutyric Acid,16.5,5.4,11.1,93.4,0.9075,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isocyanic Acid,15.8,10.5,13.6,37.7,1.5096,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isopropyl Acetate,14.9,4.5,8.2,117.1,1.0301,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isopropyl Amine (2-Propan Amine),14.8,4.4,6.6,86.8,1.0096,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isopropyl Benzene (Cumene),18.1,1.2,1.2,139.1,0.8329,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isopropyl Palmitate,14.3,3.9,3.7,330.0,1.1855,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Isoxazole,18.8,13.4,11.2,64.1,1.3914,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Ketene,15.4,7.3,5.8,53.0,0.8925,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Maleic Anhydride,20.2,18.1,12.6,66.3,2.1101,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Malononitrile,17.7,18.4,6.7,55.5,1.8754,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,L-Menthyl Acetate,16.8,4.7,4.9,215.8,0.4636,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Mesitylene,18.0,0.0,0.6,139.8,1.0081,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methanol,15.1,12.3,22.3,40.7,2.6683,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methoxy Butyl Acetate,15.3,4.1,8.1,153.9,0.9269,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,N-Methyl Acetamide,16.9,18.7,13.9,76.9,2.2494,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Acetate,15.5,7.2,7.6,79.7,0.8971,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Acetylene,15.1,3.8,9.2,59.6,1.0445,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Acrylate,15.3,6.7,9.4,90.3,1.0234,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Allyl Alcohol,16.0,6.0,15.5,84.4,1.5096,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Amine,13.0,7.3,17.3,44.4,2.2143,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Amyl Acetate,15.2,3.1,6.8,167.4,0.9376,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Benzoate,18.9,8.2,4.7,124.9,0.4901,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Bromide,17.0,8.8,2.6,56.8,0.792,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Butyl K etone,15.3,6.1,4.1,123.6,0.9059,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Chloride,15.3,6.1,3.9,55.4,0.9135,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Chloroformate,16.3,9.5,8.5,77.3,0.9336,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Cyanoacetate,16.8,14.8,9.1,88.3,1.5034,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Cyclohexane,16.0,0.0,1.0,128.3,1.171,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Ethyl Ether,14.7,4.9,6.2,84.1,1.0294,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Ethyl Ketone,16.0,9.0,5.1,90.1,0.8732,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Ethyl Ketoxime,14.7,4.9,7.8,94.8,1.0647,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,N-Methyl Formamide,17.4,18.8,15.9,59.1,2.3914,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Formate,15.3,8.4,10.2,62.2,1.1567,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Furoate,17.4,6.9,9.7,107.0,0.6635,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Hydrazine,16.2,8.7,14.8,52.7,1.4833,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Iodide,17.5,7.7,5.3,62.3,0.456,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Isocyanate,15.6,7.3,2.5,61.8,0.9576,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Isothiocyanate,17.3,16.2,10.1,68.4,1.694,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Mercaptan,16.6,7.7,8.6,54.1,0.7361,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl n-Amyl K etone,16.2,5.7,4.1,139.8,0.6623,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl n-Propyl Ketone,16.0,7.6,4.7,106.7,0.7734,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Nitrate,15.8,14.0,4.8,63.8,1.4503,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Phenyl Sulfid,19.6,4.8,4.7,117.4,0.3677,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Phenyl Sulfone,20.0,16.9,7.8,124.6,1.7339,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Phosphonic Difluorid,14.0,14.0,8.4,73.9,1.7851,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Propionate,15.5,6.5,7.7,96.8,0.8729,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Silane,15.5,3.3,0.0,71.0,1.1634,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Thiocyanate,17.3,15.0,6.0,68.5,1.4224,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Vinyl Ether,14.9,5.3,6.3,75.2,0.9756,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Vinyl Ketone,15.6,12.5,5.0,81.2,1.3047,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Vinyl Sulfid,16.4,4.9,6.0,82.1,0.5564,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl Vinyl Sulfone,16.8,19.6,4.8,87.6,2.0806,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl-3-Methoxy Butyl Acetate,15.3,3.8,7.7,168.6,0.9159,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methyl-4-Toluenesulfonate,19.6,15.3,3.8,152.6,1.4949,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methylal (Dimethoxymethane),15.0,1.8,8.6,169.4,1.1139,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,N-Methylaniline,19.5,6.0,11.5,108.4,0.8599,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methylene Dichloride,18.2,6.3,6.1,63.9,0.1934,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methylene Diiodide,17.8,3.9,5.5,80.5,0.2299,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Methylenedioxybenzene,19.0,6.7,5.9,114.8,0.2893,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Morpholine,18.8,4.9,9.2,87.1,0.4853,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,"N,N,N,N-Tetramethylthiourea",17.3,6.0,10.5,132.2,0.734,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Naphthalene,19.2,2.0,5.9,111.5,0.4724,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Naphthol,19.7,6.3,12.3,131.7,0.9889,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Nitrobenzene,20.0,8.6,4.1,102.7,0.7094,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Nitroethane,16.0,15.5,4.5,71.5,1.6136,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Nitroethylene,16.3,16.6,5.0,59.9,1.7171,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Nitromethane,15.8,18.8,5.1,54.3,2.0505,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Nitrosobenzene,20.0,12.7,4.0,89.3,1.1848,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Nonane,15.7,0.0,0.0,179.7,1.3014,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Nonanediol,15.7,7.0,15.1,170.5,1.5192,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Nonanol,16.0,4.8,10.6,174.4,0.9432,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Nonene,15.4,1.0,2.2,170.5,1.1194,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Octadecane,16.4,0.0,0.0,326.9,1.1999,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Octane,15.5,0.0,0.0,163.5,1.3342,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Octanoic Acid,15.1,3.3,8.2,159.0,1.0036,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Octanol,16.0,5.0,11.9,157.7,1.0781,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Octene,15.3,1.0,2.4,158.0,1.1283,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Octyl Acetate,15.8,2.9,5.1,196.0,0.7849,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Oxalic Acid,17.0,14.3,22.0,47.4,2.6234,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Oxalylchloride,16.1,3.8,7.5,85.8,0.7012,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Oxetane (Trimethylene Oxide),18.0,9.1,5.4,65.0,0.5828,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Paracetamol,17.8,10.5,13.9,151.2,1.37,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pentamethylene Sulfid,18.5,6.3,8.9,103.6,0.4677,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pentanal (Valeraldehyde),15.7,9.4,5.8,106.4,0.9674,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pentane,14.5,0.0,0.0,116.2,1.5182,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pentanedione,17.1,9.0,4.1,103.1,0.7034,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pentanoic Acid,15.0,4.1,10.3,109.2,1.1394,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pentanol,15.9,5.9,13.9,108.6,1.328,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pentenal,15.5,8.1,6.8,98.7,0.9239,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pentene,13.9,1.4,3.8,110.4,1.3746,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,n-Pentyl Propionate,15.8,5.2,5.7,165.3,0.7229,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phenanthrenequinone,20.3,17.1,4.8,148.2,1.7669,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phenetole (Ethyl Phenyl Ether),18.4,4.5,4.0,127.3,0.2595,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phenol,18.0,5.9,14.9,87.5,1.2749,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phenyl Acetate,19.8,5.2,6.4,126.9,0.3987,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phenyl Acetonitrile,19.5,12.3,3.8,114.9,1.0948,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phenyl Acetylene,18.8,2.8,4.0,109.1,0.4101,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phenylhydrazine,20.4,6.5,14.0,98.5,1.2842,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phosgene,16.4,5.3,5.3,71.7,0.5614,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phosphoric Acid,14.7,18.6,26.8,52.8,3.6237,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phosphorous Oxychloride (Phosphoryl,18.1,9.3,0.0,93.2,1.0062,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phosphorus Trichloride,18.4,3.6,0.0,87.3,0.8287,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Phthalic Anhydride,20.6,20.1,10.1,96.8,2.2646,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,"Picric Acid (2,4,6-Trinitrophenol)",19.2,7.0,6.0,130.0,0.3568,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Piperazine,18.1,5.6,8.0,97.9,0.3275,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Piperidine,17.6,4.5,8.9,98.9,0.4895,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propadiene (Allene),15.3,3.0,6.8,60.1,0.9154,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propane,13.4,0.0,0.0,89.5,1.7493,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propanediol (Trimethyleneglycol),16.8,13.5,23.2,72.5,2.7261,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propanethiol,16.3,6.8,6.5,94.1,0.6421,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propanol,16.0,6.8,17.4,75.2,1.7614,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propargyl Acetate,16.3,5.2,8.3,98.8,0.6794,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propargylaldehyde,16.2,11.9,8.7,60.0,1.2059,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,beta-Propiolactone,19.7,18.2,10.3,65.5,1.9703,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propionaldehyde,15.3,11.1,6.9,73.4,1.2176,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,"Propionaldehyde-2,3-Epoxy",17.5,13.4,9.8,63.2,1.3162,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propionamide,16.7,9.8,11.5,78.9,1.1376,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propionic Acid,14.7,5.3,12.4,75.0,1.3778,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propionic Anhydride,16.2,10.0,8.7,129.4,1.0089,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propionitrile,15.3,14.3,5.5,70.9,1.5529,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propionylchloride,16.1,10.3,5.3,86.9,0.9772,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,n-Propyl Acetate,15.3,4.3,7.6,115.3,0.9019,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propyl Amine,16.9,4.9,8.6,83.0,0.5701,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propyl Formate,15.5,7.1,8.6,97.9,0.9409,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propylene,15.1,1.6,1.5,68.8,1.1916,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propylene Glycol,16.8,9.4,23.3,73.6,2.5453,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propylene Glycol Monoeth yl Ether,15.6,4.3,9.0,155.1,0.9011,1
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propylene Glycol Monometh yl Ether,15.6,5.6,9.8,137.1,0.9594,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propyn-1-ol,16.1,8.8,19.1,57.7,2.0246,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Propynonitrile,15.5,17.0,6.3,62.5,1.8524,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pyridazine,20.2,17.4,11.7,72.6,1.9717,0
Chlorinated Polyethylene (CPE),18.4,5.0,5.8,7.2,Pyridine,19.0,8.8,5.9,80.9,0.5536,0
